,closed_at,created_at,issue_comments,issue_desc,issue_id
10,2019-09-25 21:52:14,2019-09-23 08:42:06,Fix encoding error,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md Note : We are no longer adding new features to multi-backend Keras ( we only fix bugs ) , as we are refocusing development efforts on tf.keras . If you are still interested in submitting a feature pull request , please direct it to tf.keras in the TensorFlow repository instead . -- > # # # Summary Running ` autogen.py ` in Windows fails with the following error : ` UnicodeDecodeError : 'cp949 ' codec ca n't decode byte 0xbf in position 2 : illegal multibyte sequence ` Passing ` utf-8 ` encoding argument fixes the error . # # # Related Issues # # # PR Overview - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13355.0
11,2019-09-15 17:49:15,2019-09-15 12:09:36,Fix sequence timeout deadlock,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md Note : We are no longer adding new features to multi-backend Keras ( we only fix bugs ) , as we are refocusing development efforts on tf.keras . If you are still interested in submitting a feature pull request , please direct it to tf.keras in the TensorFlow repository instead . -- > # # # Summary In the case when fetching the batch from the worker is not finished within the timeout , ` queue.task_done ` method is not called . This leads to a deadlock at the end of the epoch when we do ` self._wait_queue ( ) ` preventing from getting batches for the next epoch . The correct behavior would be to mark task in the queue as done regardless of if it was processed in the worker or on the main thread after the timeout . # # # Related Issues # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13322.0
12,2019-09-15 05:40:36,2019-09-13 20:09:09,Added messages about the future of multi-backend Keras .,This PR add messages about the future of Keras . Many of the users do n't read the meeting notes or the release notes . They 're copied for a much better visibility .,13315.0
13,2019-09-06 07:36:23,2019-09-05 22:25:09,Add SpecificityAtSensitivity metric .,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Add SpecificityAtSensitivity metric . # # # Related Issues # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),13294.0
14,2019-09-05 22:01:41,2019-09-04 22:00:43,"Adding AUC , SensitivityAtSpecificity metrics .","< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Adding AUC , SensitivityAtSpecificity metrics . # # # Related Issues n/a # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13289.0
15,2019-09-04 21:18:59,2019-09-03 22:17:05,"Adding TruePositives , TrueNegatives , FalsePositives , FalseNegatives metric classes .","< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Adding TruePositives , TrueNegatives , FalsePositives , FalseNegatives metric classes . # # # Related Issues n/a # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13280.0
16,2019-08-30 20:02:49,2019-08-30 19:42:16,"Adding LogCosh , Poisson , KLDivergence , crossentropy metrics .","< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Adding LogCosh , Poisson , KLDivergence metrics . # # # Related Issues n/a # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13271.0
17,2019-09-11 20:19:52,2019-08-30 06:27:05,Update lstm_seq2seq.py ( from 22 % to 87 % acc ),"I added the codes for applying one-hot encoding on the end of sentences about encoder_input_data , decoder_input_data , and decoder_target_data . I added an accuracy metric for model training . The original code has 22 % accuracy , but the proposed code had 87 % validation accuracy . < ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Applying one-hot encoding on the end of sentences # # # Related Issues # 13266 # # # PR Overview - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13269.0
18,2019-08-30 18:19:12,2019-08-30 01:01:17,Adding accuracy metric classes .,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Adding accuracy metric classes . # # # Related Issues n/a # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),13265.0
19,2019-08-28 20:07:07,2019-08-27 21:53:16,Add metric API changes,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Add metric API changes # # # Related Issues n/a # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),13256.0
20,2019-08-28 17:24:08,2019-08-27 17:46:05,sync changes to _TfDeviceCaptureOp,"# # # Summary Sync the keras specific portions of https : //github.com/tensorflow/tensorflow/commit/8d24f6ae5cffbb1e23e02e5ac14f15b5f3ab6414 # # # Related Issues Fixes : https : //github.com/keras-team/keras/issues/13057 , https : //github.com/tensorflow/tensorflow/issues/30728 # # # PR Overview - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13255.0
21,2019-08-26 04:02:14,2019-08-25 18:53:09,Update optimizers for TF2 .,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Update optimizer for TF2.0 . # # # Related Issues # # # PR Overview - [ x ] This PR requires new unit tests [ y/n ] N - [ x ] This PR requires to update the documentation [ y/n ] N - [ x ] This PR is backwards compatible [ y/n ] Y - [ x ] This PR changes the current API [ y/n ] N,13246.0
22,2019-09-12 17:23:50,2019-08-23 08:40:00,"Improve documentation for EarlyStopping/ReduceLROnPlateau , take validation_freq into account .","The documentation for the patience parameter in the callback EarlyStopping/ReduceLROnPlateau may lead one to believe that training is stopped , whenever ` patience ` epochs have passed and some ` quantity ` has not improved . This is not the case , when training with ` model.fit ( validation_freq=5 ) ` and monitoring a validation quantity like ` val_loss ` . In that case , at least ` 5 * patience ` epochs have to pass , because only those epochs are counted that actually produce a ` val_loss ` value , i.e . every 5th one . One could either change the implementation and count every epoch and not just the ones that produce the measured quantity or improve the documentation and make clear that only those epochs are counted that actually produce the monitored value . I 'd prefer the latter , as it does not break existing code/expectations .",13239.0
23,2019-09-11 20:35:25,2019-08-18 21:39:24,Correct the DepthwiseConv2d docstrings - output shape,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Correct the DepthwiseConv2d docstrings - output shape . Previously the doc says the output channel is ` filters ` , which is incorrect . # # # Related Issues # # # PR Overview - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ y ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13225.0
24,2019-08-25 17:11:27,2019-08-06 14:24:46,pep8 config in setup.cfg for easy pep8 linter usage,To be able to use the pep8 linter ( with vscode for example ) I added the pep8 config to setup.cfg as described here : https : //pep8.readthedocs.io/en/release-1.7.x/intro.html ? highlight=setup % 20cfg # configuration It has the same configuration as given in [ pytest.ini ] ( https : //github.com/keras-team/keras/blob/master/pytest.ini # L16 ) .,13196.0
25,2019-07-23 22:52:02,2019-07-23 17:47:37,For better performance,"move self.l1 and self.l2 outside K.sum may increase the performance of calculating the norm . In deep learning , the norm should not be very large ( a large norm will make loss function useless ) , so move self.l1 and self.l2 outside K.sum will not cause overflow problem . < ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary # # # Related Issues # # # PR Overview - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13144.0
26,2019-07-25 20:29:50,2019-07-22 22:01:18,RNN initial state : bug fix + suppress false warning,"# # # Summary 1 - Suppresses a false warning when serializing models containing RNNs with initial state ( makes people think seq2seq models are not serializable ) 2 - Makes custom RNNs with extra args in ` call ( ) ` serializable when an initial state is also provided ( super niche , I know ) # # # Related Issues # 9914 [ StackOverflow Saving Keras model - UserWarning : Layer XX was passed non-serializable keyword arguments ] ( https : //stackoverflow.com/questions/53761145 ) # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13138.0
27,2019-07-10 22:51:15,2019-07-07 17:36:13,Allow unrolled RNNs with input_length=1,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Allow unrolling RNNs with input_length=1 . For e.g , this is required to deploy seqseq models on mobile ( tflite doesnt support symbolic loop ) # # # Related Issues # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13078.0
28,2019-07-09 21:31:18,2019-07-06 13:20:20,Update pretrained_word_embeddings.py,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Hello , Here 's a small example why I think there 's a small mistake in the code . ! [ Example Code ] ( https : //i.imgur.com/jZVO97d.png ) Now if you check we 've specified > MAX_NUM_WORDS = 3 but tokenizer return * * n-1 * * words i.e * * 2 * * . So we only have two words in our integer coded corpus . # # # Related Issues None . # # # PR Overview - [ n ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ n ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13073.0
29,2019-07-03 02:37:25,2019-07-02 09:13:39,load_weights ( ) now properly closes file,"# # # Summary In certain use cases , load_weights ( ) would cause OSError if called repeatedly on several different files . The proposed addition will now make sure the HDF5 files are closed before exiting the method . Fixes # 4361 # # # PR Overview - [ ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ x ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13048.0
30,2019-08-25 17:08:52,2019-07-01 13:14:30,Recompute steps_per_epoch after each epoch in traingin_generator,"# # # Summary keras.util.Sequence gives great flexibility to implement user 's own train sequences , but number of steps per epoch is computed only once at the beginning of the training . This makes is hard to change sequence lenghts ( like as a result of changed batch size ) between different epochs . Forcing training_generator to recompute steps_per_epoch after each epoch to avoid that . # # # Related Issues https : //github.com/keras-team/keras/issues/10143 https : //github.com/keras-team/keras/issues/13038 # # # PR Overview Recompute ` steps_per_epoch ` after each epoch in ` training_generator.py : :fit_generator ` I did n't add any tests for now cause I 'm not aware of the gotchas and looking for a feedback first . < ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > - [ x ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ ] This PR is backwards compatible [ y/n ] - [ ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",13037.0
31,2019-06-23 20:24:05,2019-06-19 16:53:11,Adding weighted_metrics to model loading/saving,"< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary ` weighted_metrics ` were not being properly serialized during saving or examined-for during loading . This patch adds ` weighted_metrics ` to ` training_config ` , and seeks ` weighted_metrics ` when constructing a model from a h5 . A ` get ` is used instead of standard ` __getitem__ ` because older versions of keras would lack this field in ` training_config ` and then fail on load . # # # Related Issues Fixes # 10221 . # # # PR Overview - [ N ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ N ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ Y ] This PR is backwards compatible [ y/n ] - [ N ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet )",12984.0
32,2019-06-17 17:51:14,2019-06-12 14:40:59,correct DepthwiseConv2D docstring,# # # PR Overview just a documentation fix,12949.0
33,2019-06-06 17:51:43,2019-06-04 07:13:01,Adding support for ` Loss ` instances in model compile .,< ! -- Please make sure you 've read and understood our contributing guidelines ; https : //github.com/keras-team/keras/blob/master/CONTRIBUTING.md -- > # # # Summary Adding support for ` Loss ` instances in model compile . # # # Related Issues n/a # # # PR Overview - [ y ] This PR requires new unit tests [ y/n ] ( make sure tests are included ) - [ n ] This PR requires to update the documentation [ y/n ] ( make sure the docs are up-to-date ) - [ y ] This PR is backwards compatible [ y/n ] - [ n ] This PR changes the current API [ y/n ] ( all API changes need to be approved by fchollet ),12915.0
