,commit_id,issue_id
114,39c301d1823ff28acf610433794c2a79b5c00a46,12216.0
115,79d9d3c669f5dded8beb38eec0a0c9519885df77,12203.0
116,539aff8b37023caa177c1dcea6470af6e8b2d88f,12231.0
117,8bc53bef4fd373d0f4276d00793b9a35fb1a4ef9,12226.0
118,74ccfc4df6002bcbb44dc4ea65400b8b2dbef994,12220.0
119,c55ce21fdd4f55709269140e068cc840a7c7ec48,12221.0
120,3fb9df96e03e4916e9db1c2594070bc6afa47f35,12211.0
121,7a4c2fcdadf8ddaab1cd7fb461fae58bfa36a6ea,12193.0
122,6368af9a5685266a094415eeb7c73e6d23f7d950,12147.0
123,a1397169ddf8595736c01fcea084c8e34e1a3884,12192.0
124,e59570ae26670f788d6c649191031e4a8824f955,12133.0
125,f42d9e0179f11871179bc9ee4e8c138cd016612b,12076.0
126,3dbc940b9eb690e92fa6d7fe7ebf897a552a1c50,12170.0
127,4aba316b7973e246af94ab5ace18fd5d5ffe4f81,12086.0
128,59fd3ce3814c62882b540cb6098e9c37f05ceb56,12154.0
129,9b67e2b699da8d9ced9af3597906b81ad6f106bc,12135.0
130,55e7875354416c04719eb60c7db2bac78f271df4,12146.0
131,ec41989421743aa5c11c2ef47b9d0757fdfd5e36,12142.0
132,2e1a3816676724576f75ce76b18ed3ba2fdea670,12115.0
133,328df7303425c2e3bf4274bb1eb0a2040bab5d8c,12122.0
134,c2dc4049c16ab8cbc215bb0ae80cd94a3d9542f5,11758.0
135,e4e342f70dec046fdb1a092e5a12c565f37b9ddc,12056.0
136,4185cbb50bfcae9cc30b0fc7b67e81d67a50a8ac,12106.0
137,a6c8042121371b5873773ca767f28cdf5689d5e4,12065.0
138,d78c982b326adeed6ac25200dc6892ff8f518ca6,11588.0
139,1400e7b355366a35eb35250c1e6191d4deb21a85,12098.0
140,8c9de8349ff4498c83f72fdcf5e432a6975d9722,12090.0
141,844c1b44b75bc5345c26d19a8fa4161f5b00e99a,12071.0
142,48a8fa0e0dcb7b06af113c8f5dd47fa5190407ca,12084.0
143,34bce5bac9f434dc501f4cbff37b44680271a337,12029.0
144,a96d8709fba51b70a08daeea12529948fa800830,11575.0
145,041814193dc9f0490fc2d93db830d64eb2b2d28b,12030.0
146,fd537c7962edf563a3bb14526de9ce57dd26c341,12017.0
147,5c934bd646b0781eaf03e5b533ad2b6bfda401d5,12009.0
148,ae30f36fbde83beb122a1eb1c3bf3cea2d490d5a,11984.0
149,1336cdb14ff03de754aec6899794742ca91057b2,11808.0
150,6096ded90df902e1f8a21f666748a03100d140c0,11986.0
151,87a746878ba2359a7fb8135ed5829e6c5003b4db,12002.0
152,3821c77da30e420fb78231d306b18dbfa1131fb7,12000.0
153,6c2c7613e673a847dc41ad6850dd446ddd3b7dd7,11988.0
154,0505393746d56ddacc34bb1c016dba79429c9ac9,12007.0
155,0cd3b07eb5de1aaaad84d1ff7f7c2ed7dab4b23c,11998.0
156,5a8c85f1261e926a7f4bb52fb72935c574476ac3,11997.0
157,1d81a20292ca6926e595d06a6cd725dbb104a146,11887.0
158,425e99a9e3d00c7d505d585e00e85ee716e3c350,11974.0
159,88cf9707530f9bb3246779aee0138e49efecc500,11975.0
160,e11c48d9ce3ee47bb8a966549b14cbd5b10ee70d,11924.0
161,2e0de19d629e2eb5be4f614049e5f0d32887d155,11960.0
162,994c4bb338ce440a27df5db48b8f5044a3e8f611,11722.0
163,8461b0920a61a50d83fd147bb4e8c16c4e9126ff,11913.0
164,a9cd4bfc8fcc7ed43e092c84415c261d30e9c79f,11636.0
165,0cfa5c2709906a7a76f552f71a562f899e408695,11820.0
166,c1c4afe60b1355a6c0e83577791a0423f37a3324,11914.0
167,8f41e41eda6e8ea96403cae5798a5a89c8bb5605,11901.0
168,f199d00ea5bb2230230a34193fbce7ecb5a4d4d2,11398.0
169,29e740e0965be5f460f67692a284a9a2deb6bb04,11629.0
170,bfa87eb1b0ab53c5f1efab1ec1d91377678046af,11872.0
171,bf0f25f79a368aecc79515be6a7f20a87de2c436,11879.0
172,ca802e1b6b9fb47194fe62c2fd0df03de1002c84,11521.0
173,4b54657ab4806b0aaef8f8eeb973edb83c3d3483,11643.0
174,88af7d0c97497b5c3a198ee9416b2accfbc72c36,11203.0
175,4449be11edf1a6ac7298fd5c41c30a7c8cfdc292,11726.0
176,e90e17068eb0d9620aeeb90168cc222025ea119e,11682.0
177,c05ef1fd95a6024155ab59656fef8dac5a45c335,11658.0
178,7bee9a18d83899ce6dfd50c4883afc678139f4ad,11768.0
179,7cd6c59789c8e469c0d3cab6bca7ae3d2d028002,11725.0
180,13b255dfd832dd78bca90fac142325df534d51be,11701.0
181,a8e235c35e23193f6cc68cd9d390ec37caeaec6e,11729.0
182,43b5e9993ab025bd07851d70de5de7fdfe461d24,11580.0
183,1c221934aaeab20ed5b6fa245b33b00a8b557533,11622.0
184,cd44c6e0aaff4bb52a060d778025b32dbde09b44,11668.0
185,920e8af34a43ad2cd11190a21200a2acbfd83e11,11660.0
186,edd0c0a4bd4cea027842bc8925048976d65b1ae9,11719.0
187,d2ebf181b603e7d03e65df941dd754df5de32913,11679.0
188,dcb5e3cf152977209c7122f6b07d6c86fb4cf1e6,11675.0
189,5e126ec99a4909efe45f2f32ae076fa4ac8c0e21,11664.0
190,bd2968348c330dcb497d114f4b9f9783552113cb,11670.0
191,dc9e510192d0a8a6f6943cd46e9554364d4dcdd2,11384.0
192,75a35032e194a2d065b0071a9e786adf6cee83ea,11631.0
193,63543a7e35639e8b0b8bce6bb3f80406bb925cf3,11609.0
194,a0e90bd845795a4e032a7ba82aadace76eddbcb3,11569.0
195,64737f23ea9500c248acf91b117c09ef7a43d470,11585.0
196,fcf2ed7831185a282895dda193217c2a97e1e41d,11593.0
197,09d721abf489cf20d9055e7163cf1762b7763bea,11574.0
198,5a8f346e64cb432a445002230246ee042dbc278b,11499.0
199,140605ee0f08b7996d69a61610782f48766776ad,11564.0
200,622540176d0943fcc3e361153ddac2ae08eb7e70,11562.0
201,314c4495a3a091867186c62b77b33877c238b0e1,11572.0
202,9f2d6621bb8cdf8a5def7d5143a0faee993c8e13,11570.0
203,58432f2c78cd5bc1d9893c63b3cb8977dab31670,11559.0
204,1d10fe2d739c48f00404008fe5754d2807bb0fd6,11563.0
205,08a6dd04f9143a04ee77af1128eaedb3218c6147,11551.0
206,6207edd1477696f4a8a1761993544d72d766bd8e,11561.0
207,97bff7df815de472039d366728df8f610528d631,11550.0
208,384d3bc35db3359cb7c1f560e053f2a510d9381a,11558.0
209,90c90b69cf35c0457ae52e97e363b82562fe1920,11542.0
210,8ef5dcfd3dfa385e00e7d2654825f7f79d2dec57,11507.0
211,e47a003ed160d829300f6782a2e3ec014c739144,11529.0
212,b7fad0752779177e0968f93832d8a5b302236a7d,11504.0
213,3e772defb7781955be8c5490744532ccdfc1dd3f,11305.0
214,2898da6cfcc893aafc0b9016f934ef08c196b9d4,11513.0
215,48c1c96ac4cfec5580a5feb7eb7ef7c25c6db234,11514.0
216,a37b41d5ae799c338958b3eeeb884074dfba865f,11508.0
217,aa0f12ce9eacd70932466d248fde746e0b0dfa0d,11518.0
218,267ccbb4a76913680f4db6b400e05dea7aa84db7,11497.0
219,df8186833fe47a6fd4b7dbc52fe12f9df73609fb,11466.0
220,74264ea3cd5e8bdfe90325f98944297d7f409018,11463.0
221,9148325b9ca9edf94aaebd453b3cf86dba2ef99a,11458.0
222,882302d2b0b6a5aad20dc08a98a9384165b3ab0a,11431.0
223,6272e662ae0c99ce7cad912992d4c55e22c8a369,11491.0
224,d6b5c5ebb410e3366c9d7aca41977a60134bfe10,11468.0
225,36b9e4c055f32718a036cabaf767325b010c7485,11456.0
226,b9a74813081303399e8fce0f9f5f37f6a8343b03,11437.0
227,0a639230018d0c9e9f12476dc8b1c6e40c2dd0d0,11442.0
228,c2244d2a4cb5f86968fb117f75469283a19b8a24,11394.0
229,37c0c1e1975e23bc96d31ed2c990412d0239a406,11412.0
230,5ef0fc3215fb43f5772673b31c51ad8a6582bc39,11401.0
231,8fc8a1681332cc4c8b05260b20ee54fa1589e3d2,11391.0
232,2fdbaa10ab0fd72f962923c4cf73e024424a3022,11390.0
233,dc6f00fa0d831e8583a5285f032cf583d4980c4f,11383.0
234,e15533e6c725dca8c37a861aacb13ef149789433,11392.0
235,7d5d4a6368e45cb9939acb04d089cb46adbca32a,11388.0
236,885ba629acba8128fd40b0af92c960b99ac5b827,11389.0
237,2f12e96d8bfa22c2303ed0482544fb0ab6721a10,11387.0
238,f2b261bc2555773bd88cbbeda976f98e244d02c1,11395.0
239,b2d1dea24c8b369b3a4411f0ede9518cef1db7db,11386.0
240,874f6db89d70b3c0221034943b2a427d88b63e81,11393.0
241,02c1f8865684a055416a93bdc8a7bd07c988a09b,11378.0
242,161f0a876db4f8aa9d57161c13d366f081369601,11380.0
243,6dff721a3a8755356b2e89d02ef63ad8ab38ec95,11373.0
244,d7b04e6fc6ad57c58323f16687c366e19bdd0fd0,11352.0
245,38749e552bacf13a9fb4444ebb153255519ab871,11340.0
246,c7d04b70cd15dd47ae95dd2b1ccda64d293321c5,11327.0
247,d059890d0342955e968fdf97b5a90d19c9d68b4e,11306.0
248,7875e856f8dc09372a83d8c5dc0af74a50d17d30,11319.0
249,33902e53eb7312fbf2f17b7b700bdb7683441a24,11226.0
250,6e004306dfe70ab499afc04c31808fdac594ae08,11278.0
251,6939d91768543d953412a321983915eaf013ebd9,11296.0
252,2b963e5ab64166ecde96c2828b937414fa9bf4e5,11294.0
253,5a24ebbb432dee986d6bf1c3442da5955a9bfb73,11289.0
254,a07253d8269e1b750f0a64767cc9a07da8a3b7ea,11285.0
255,2bfd1f2c950df5fc3f40b903c1966f1b0a48bee4,11258.0
256,ecbf73f72b59f8f5c8746de63270aa1fb3ad7524,11152.0
257,ae6474df5ee2072cc056e02803c3b58efde1f5d0,11263.0
258,f8e80beb96a88b3ff8679ae16489502590d614b4,11260.0
259,af85b95bb8b0c82aabe0df0ab24420e31fb057a2,11261.0
260,4dea0f867aa29c4e6bda2a66cdf1254adfa20400,11254.0
261,3c899337c0d4c895308239a04cead2761822bee2,11244.0
262,67d563c455072dd26e4612a0b050b9f8363385ca,11189.0
263,6fb506979a4074e3b935ce22999311c22f6dce6a,11233.0
264,b9ee83cc227ac0719a0de937ae65392473fe007f,11242.0
265,a9e77534c889e378eda67e6aba10632a9d30d629,11234.0
266,32fee92df5fa21e3d1ff6375f7a5a923636c311b,11222.0
267,621ec292c2609b82fd3f992b5a66f3d6611a4477,11163.0
268,630a3a877c3c96ce39be7b0611570466c8c9f447,11202.0
269,d337273d2e1be823c5e3e1b5e757e2426cba8004,11205.0
270,02bc5010a04bb11c8e91835cc9775c8149dec754,11196.0
271,98465b85d020f1326bcef7632f1261a9a7a84e92,11199.0
272,adfec1e8440b3af64b642ea75bdb21bbee70cc80,11153.0
273,f130fa1bca288cb566b083620ba70cb89e2e5fdd,11182.0
274,9a9abbac2ab66ec2fb6dfffea3249b32fdbbc894,11181.0
275,bb8cc405f3ea3b74a9f3908b606a35f08d8d0be8,11170.0
276,fed304bcedfed737fa540fc0b6ce0bf27187d4b9,11162.0
277,3184efd620840fb6032526df32a09185b7ae18e2,11154.0
278,03bd8709778eefb611e470c76af44b2ce90fbff8,11161.0
279,6773d96ee495e205552551b49b08f2d927d36ebe,11166.0
280,d6388ed6457465ab35da8a34ae4abf5847a50cd0,11167.0
281,ef0c95aca2fd19666711422c14a6b16f8025ed84,11160.0
282,cd22c5a53bf738ea678cb5ce0e799093d527f2a6,11125.0
283,40a9ecc684d2c5e7fdfc09f46d0912940b74ab63,11147.0
284,f60313e29657b2afb6a02f28dba5936bc0dd09e6,11124.0
285,5b6243485acc20cc36f2db4f258512c332d691ec,11140.0
286,842d360e4388f255ae69055136909525cb66b276,11136.0
287,fe38f9dfc8c732a77ac03507b63c79b1d2acfba2,11133.0
288,ba7ab2ffe62143949b9730a55291c474352f31e5,11131.0
289,06c3a804e7d56cc77f76a28ee34aa67a34daedee,11123.0
290,9149ff85210c1cc8b294b26ea37b8f6d7d51c8f6,11116.0
291,cb9d79efa87043f76989ed530de2bdb4b1fe8d19,11115.0
292,9a4c5d8f10667e571c23f1b2f2e0397a85368bea,11030.0
293,5a6af4bc6d44e9adbc2a21804bfcd18c4ce849ef,11100.0
294,c913b6da92f6ab9a3f4c897caa4085e782a14680,11114.0
295,244546c2fe5165b6770eb456afd5fac8878473c5,11107.0
296,9400be98783135a1d42dd238f4e6c3aa048eceea,11091.0
297,c2a6caae852adb0c832da86d5815c26b2e7d24c6,11065.0
298,23c20f756be07a9e92d9513181eca850fcf2af62,11076.0
299,2780ab0c9712b41c34693758141f30ae3d3c2e7f,11079.0
300,9e1a0df3cd1d1bbbe7f9010c4c943bedfdfc3487,11089.0
301,a9d9595101f7e38780f197dfde643fcfcc0814d3,11085.0
302,66f8cc7ac4942f7f9fe0164a2a854a6264b87735,11021.0
303,f9210387088fe91b5bc8999cf0cb41a0fe9eacf6,11062.0
304,1915f106fe94a65cab3887c5842cf520f8adedf3,11061.0
305,545acc4b66b5fb0ed5457ef7288d836f022c118d,11051.0
306,6f53d0ab98e0fe0b7d51eb5a14eaa5b04dd91925,11049.0
307,c7f4ad56532a378833f88648f6849e76f9d769be,11050.0
308,780f5e447799b4ab343164ab8beceabcd4ab15f0,11037.0
309,6dd087ab73b09e449144ff17450cc14f981b9ac2,11029.0
310,76da5f0a21ca98e4bf6706e182fb825243e76204,11043.0
311,5027630fa41f499a9226a8f9d952ceabf2c247aa,11039.0
312,e8f8e62add2a7073e50cd31f4f6571bf1ebe21b3,11038.0
313,3b7b071bb7b4537576306f00703c5c409bedbb43,11036.0
314,8e8f989b850d37a4cbec7a0409343262bd963d0d,11002.0
315,cc3521ea93b0470e9ea11151a44c30b54d4d726a,10994.0
316,4c015964da4e7e2dfa504461f020408d0692a57b,10975.0
317,f06c7e4dcd9d3044580dff155cdeb4978e622188,10997.0
318,72e326dde38cb731424210bfd6e56f301ddc9e2b,10984.0
319,7a195b64ea02e02698083b0b795287ffa6e72cf8,10977.0
320,be6d8293f26d6d577b61874ccf6d68f116734d5a,10992.0
321,785d6e396ce81575bb155bede412a6182d5f22ed,11011.0
322,028c47dc5ce8de8a5513d984969f1f4231be6cc6,11010.0
323,4bcb8c95d8bba3147dd86446cd91be77051cef96,10963.0
324,12d5732ad20cece418d47336dbced11d1b76b841,10980.0
325,96c3c195ca805758e094780b59077bea9db99f41,10968.0
326,09a984bb256e0c28ef03eb8128bdcc851b3604ec,10986.0
327,1a2290ae91a944416ef8eb517e97b21733c9681e,10972.0
328,23bdd4d417f0fda90465e3ab612c682e1d207ee3,10925.0
329,d88f2006af35179b986479ac6ad5a20dac8ac9d1,10967.0
330,eb8b70addf6ae58ef17739b4c35cc22b1c4c56d6,10956.0
331,d8796e04f8f8a814eb8ae3206624b5c4b47362f3,10959.0
332,57fba26d8cb8434a14140c0ea65c2c71a14636bf,10966.0
333,1788a0a901efccfffcead3d64a5b8e5876998d32,10962.0
334,79a48bd9ac947dd6bfde19f24c4bf88b0002a5a5,10957.0
335,38ce4657bad26cb359c2852b792478264d92ee9f,10939.0
336,c60f1e19dceacf77749a6215b1fc77f758f46327,10953.0
337,6d30ab70a4f116554aa610ec1c00a6bc5f1247f3,10952.0
338,23c40e68de2cffa77c92ae48cca1f81913756d2a,10888.0
339,6746bda3dcda273580fef2d911c6cc333c8a626c,10946.0
340,8c6f8d8c797c1b8576063cc973e6b9f729ec7612,10934.0
341,bca4cc4df563a1d72b91460bc29cb18e91d14057,10931.0
342,907e8035656b0597a7a2f3cc1bf237a8cbf48821,10930.0
343,c8e3b601cd8bf3062d416a5ef74c4a97be611923,10927.0
344,213170d20241c918ff42078e2de3e9a908244093,10856.0
345,7386841194d139ee8d1de2749fa64f86150f9c2f,10929.0
346,1fc585adb57f20a2acf69f0cd08b731259b8d2f8,10765.0
347,c7b7328cc99fd5d7c298e57c6020043451d89a61,10873.0
348,695a928224bb8d5efc6483fce1c40dae65dc7bbd,10913.0
349,0151028441d30525a0a553eb7fab4b08269e8266,10921.0
350,b2f75b7a3d1da174a4859b1c26e2faab99041d29,10912.0
351,67fc091c6daf70bd91717e59799c3e014509ca0c,10674.0
352,e6817ea2cacff41f2b11b5c148a8f220288fcf82,10916.0
353,cf7d3d259f93b1ddbc601208280a460ee3379591,10908.0
354,bb9b800ebba8914b69db362cfac4e7c8a9b17a9e,10616.0
355,f99f633725815635a1cf24aa2dd70bdb094ed7aa,10879.0
356,aa8d7f76a047b24a97614524d29fb5070cf549c7,10887.0
357,812c9fa61a7cf5a85cc360ad2d85b0a7a47d33d6,10871.0
358,672a873ffb344dfa030103cad69bdbc948184e8e,10860.0
359,359e7627b46e850688c95cf6d1de48b77f9df901,10859.0
360,9aed521e6650384533f69d7b46c0210b45ae9391,10858.0
361,8f4e4f2a0b543f3d74327cb04113f65cd5d11c62,10865.0
362,e94e2cc5761e1a516f70e1706498b85cf9287297,10864.0
363,63e204693b782b5f068240568853cdd637c29030,10846.0
364,7205d903fbc079bb99fbae0e3c02e6d2b4d227f0,10686.0
365,1068e173eafd15e5aa9f40b9f73590a7f5be4a84,10781.0
366,f6fad22671db9506acee34b9fd33361de78ab148,10845.0
367,e77a4cf3f85b45ad4275dfd661073ace1cc06e5a,10817.0
368,4ba641806b4afcf95bece96c3b15e646fc092161,10812.0
369,4db04d8701a64ee249dfe6ce09ebd89063bfb99c,10797.0
370,93cd2400ef005cca2048e1c78a84f24cb429e0f5,10801.0
371,20384818e1c95ce8b575c32a6800d3adf7f25a92,10802.0
372,ee02d256611b17d11e37b86bd4f618d7f2a37d84,10794.0
373,dd07a4c41efed22afb5780cd584555cbff141c74,10678.0
374,b2979c25d3d7d55a6579de0b2906c66e8fd2e172,10754.0
375,da9ce7d8f2e4212cebdacc80f6252b4ae1e68773,10673.0
376,1c4bb1ed8286b723d99b419a6a5e63286353b149,10749.0
377,d4c1f69693ec476b33add0d540631021eea36a0c,10742.0
378,749413a5d5b94f4335fe5704a107d8b2dd84c7f1,10737.0
379,aab55e649c34f8a24f00ee63922d049d3417c979,10743.0
380,b88bbbab2695dd0e24905417006d2240c6595481,10727.0
381,75114feeac5ee6aa7679802ce7e5172c63565e2c,10688.0
382,d40656e5799dfd22e96b8bab217638b2934a6894,10690.0
383,d2803c0fb7d0ba9361dcba8eb9bcebbf2f774958,10724.0
384,d18c564548104c862892a1f73423e333f11f7ce2,10679.0
385,066aa6ab7e5aaea495f2f0e1783737ba4567bd66,10684.0
386,583f92a6f9332574a4a2abee5ae454e906389377,10714.0
387,f86bc57d621fb0325e928271b246d197611b0e65,10713.0
388,2526c85ae17d83cdcd826ceeceb7643ae5cbcb2b,10698.0
389,1fcc791ee1c94c2a3efa5072aa2f10f1aab51a2a,10692.0
390,5103fd8134ccf2ef6ed114d525d8b07d148716d3,10660.0
391,8fe86302ff1cce23c019fdaf24fc6448c3b30090,10664.0
392,69c30a150f0b2caee7961ca1c0080960ef5ad6f6,10655.0
393,3dcd9c767ce6875fc8b69c74971ac8a552e23131,10654.0
394,da5a6ac579dfc80cbb220bf092cd151eca7ffb2d,10647.0
395,e2531cb8302b2842c0d3b505f6f619e685c3f4b4,10637.0
396,83cd9b78a241a04d3762ba7c71c1a0c47f9aba58,10549.0
397,6eb0c7bdbb68d7de0ef507102c757c7ccbf582a0,10594.0
398,a9a68bc9deac5d72170ac48c15c41b0defc9753e,10476.0
399,8a8a19ba1eb74feb5da22399a44e81b734c2b2d8,10603.0
400,b6bb0be10ad84d456bb1cea535a4a922d7f2e2c6,10590.0
401,468f080c98f06780c950e5a78c9eeeaf9fff002e,10597.0
402,5a7a789ee9766b6a594bd4be8b9edb34e71d6500,10552.0
403,d1b40b169f3d70afe4db539d140d6ed374dab21e,10523.0
404,df03bb5b1cc9fd297b0f19e08d916a4faedea267,10462.0
