,closed_at,created_at,issue_comments,issue_desc,issue_id
13,2020-03-18 01:26:32,2020-03-18 16:11:11,python3.8 : add travis test and setup.py class .,"# # Description test in python38 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1157.0
14,2020-03-11 16:02:26,2020-04-17 21:52:20,Add pg_service.conf handling,"# # Description This implements https : //github.com/dbcli/pgcli/issues/1083 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1155.0
15,2020-03-10 04:51:24,2020-03-11 20:58:14,Drop Python3.5 .,"# # Description So we can work on # 114 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1154.0
16,2020-03-09 07:20:05,2020-03-10 03:14:52,Deprecate Python2.7 .,"So we can use latest version of prompt-toolit . Relate : https : //github.com/dbcli/pgcli/pull/1149 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1153.0
17,2020-03-08 14:25:35,2020-03-12 20:46:01,Fix : Unable to drop previously connected-to database,"# # Description Closing connection explicitly in completion_refresher thread easily fixes https : //github.com/dbcli/pgcli/issues/1151 Before fix : P.S . I ran ` black ` , but ` pre-commit ` is buggy and assumes python3.7 , while I am inside virtualenv with python3.8 .. # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1152.0
18,2020-03-03 01:27:54,2020-04-06 03:56:32,upgrade prompt-toolit to 3.0,"fix : https : //github.com/dbcli/pgcli/issues/1148 # # Description Upgrade dependency . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1149.0
19,2020-02-09 14:16:01,2020-02-13 22:24:38,Add Support for partitioned tables .,"# # Description added support for partitioned tables , added relkind `` p '' # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1145.0
20,2020-01-15 05:32:16,2020-01-16 06:45:16,Drop Python 3.4 support,"# # Description https : //www.python.org/downloads/release/python-340/ related : # 1139 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1141.0
21,2020-01-13 06:17:43,2020-01-15 04:56:08,Fix warning raised for using ` is not ` to compare string literal,"# # Description Using ` is not ` for comparing string literals raises warning that ! = should be used . Fixes # 1138 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1139.0
22,2020-01-01 13:02:21,2020-01-07 14:53:43,Fix dead link of behave package .,"# # Description Fixed dead link of behave package in development guide . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1135.0
23,2019-12-03 18:09:18,2019-12-04 17:24:18,J bennet/release 2.2.0,# # Description Prepare for a new release . Most importantly to fix https : //github.com/dbcli/pgcli/issues/1121 .,1126.0
24,2019-11-25 21:47:49,2020-01-07 14:55:37,add main file to allow python3 -m pgcli execution,"# # Description To execute pgcli as python package , I 've added a [ ` __main__.py ` ] ( https : //docs.python.org/3/library/__main__.html ) file . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1123.0
25,2019-11-25 21:45:11,2019-12-09 03:19:44,support ansi escape sequences for prompt colors,"# # Description support for ansi escape sequences : my config file : resulting pgcli prompt : ! [ 2019-11-25-224203_1069x118_scrot ] ( https : //user-images.githubusercontent.com/673543/69580569-1d2a8d00-0fd5-11ea-8847-b89546a43016.png ) # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1122.0
26,2019-10-29 20:41:31,2019-12-09 03:18:43,setup : Simplify getting module version,"# # Description Get version of module for setup.py in simpler way - just import it . Unless you are planning to release postfixed versions ( like x.y.z-dev ) often , there is IMO no need to use regular expressions and ast to determine version number . In case this is intentional , regular expression alone should be sufficient solution . # # Checklist - [ ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1119.0
27,2019-10-29 02:03:36,2019-10-29 17:05:57,Logging cleanup,"# # Description Fix logger strings formatting to use lazy string interpolation on few logger calls . # # Checklist - [ ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1118.0
28,2019-10-24 04:01:42,2019-10-26 05:21:52,Add a test to verify error message .,# # Description Add a behave test to verify error condition .,1116.0
29,2019-10-22 03:38:22,2019-10-23 21:11:45,Fix the condition for < enter > key .,# # Description Fix the non-multi line case where the enter key was not recognized when the completion menu was open .,1114.0
30,2019-10-19 18:38:39,2019-10-28 17:09:00,Fix for PQconninfo not available .,"# # Description Fix for # 1110 PQconninfo not available in libpq < 9.3 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1112.0
31,2019-10-13 00:08:54,2019-10-17 03:54:29,Handle a multi-line query on Enter key-press ( fixes # 1031 ),"# # Description Use a ( conditional ) Enter key-binding to force-handle a multi-line buffer , rather than doing so by ( conditionally ) disabling the multiline mode of prompt_toolkit . This has the benefit of being more efficient ( the multiline Condition filter is called very often , which ( due to the repeated query parsing ) causes editing to become slow with a large buffer that ends in a semicolon ) , clearer in intent ( we want to force-handle the query , rather than ( temporarily ) disable multiline mode which indirectly forces the buffer to be handled ) and avoids a bug in multi-line history search ( issue # 1031 ) # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1109.0
32,2019-10-12 15:27:27,2019-10-17 03:57:19,Take account of table aliases when completing function args ( # 1048 ),"# # Description Fixes # 1048 so that autocompletion of function arguments takes account of table aliases . Now , when given as expected . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code . - [ x ] Please squash merge this pull request ( uncheck if you 'd like us to merge as multiple commits )",1107.0
33,2019-08-30 07:26:49,2019-09-28 02:34:35,add optional but default squash merge request to PULL_REQUEST_TEMPLATE,"# # Description add optional but default squash merge request to PULL_REQUEST_TEMPLATE # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1095.0
34,2019-08-28 15:27:38,2019-09-02 19:36:16,"Get server params , such as is_superuser and server_version , without e…","…xtra queries . # # Description Possibly fix https : //github.com/dbcli/pgcli/issues/1093 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1094.0
35,2019-08-23 20:39:49,2019-08-23 20:44:37,Issue 1018 display first 1k rows,"Opening this PR instead of https : //github.com/dbcli/pgcli/pull/1079 . The original PR had some extra commits in it , and I could not find a way to get rid of them . # # Description I added the changes requested in # 1018 to show only the ` row_limit ` amount of rows if there is n't a LIMIT clause in the query . If LIMIT exists , the output is not truncated . Also , I completely removed the warning message . I do n't know why some tests regarding output fail , I 'll check that and try to fix it . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1092.0
36,2019-07-26 22:10:24,2019-07-29 20:00:34,Add key bindings to consistently move up and down in history,"# # Description Closes https : //github.com/dbcli/pgcli/issues/1004 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1084.0
37,2019-07-11 15:05:50,2019-07-13 00:24:40,Issue 1019 stacktrace on empty query,"# # Description Changes related to issue # 1019 . As advised in the ticket , I added a simple check . After I added this check , I got an error saying the variable ` is_special ` is undefined so I defined it and set it to ` None ` . The output looked like this on my system : # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1078.0
38,2019-06-03 02:04:32,2019-06-03 02:15:17,Add keybinding for alt-enter to introduce a line break,"# # Description Use Alt-Enter to insert a multi-line statement without switching to multi-line mode . Already did it by @ amjith [ on mycli ] ( https : //github.com/dbcli/mycli/pull/748/ ) . Requested in [ # 738 of mycli ] ( https : //github.com/dbcli/mycli/issues/738 ) . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1065.0
39,2019-06-03 01:02:21,2019-06-04 00:12:39,Add \G as a temporary way to use expanded mode .,"This feature is copied from mycli to enable temporary expanded mode . eg : ` SELECT * FROM table_name \G ` will show results in expanded mode . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ x ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1064.0
40,2019-05-31 00:03:38,2019-05-31 00:10:16,Changelog update before release .,Update changelog before a new release .,1062.0
41,2019-05-30 08:55:28,2019-05-30 17:03:48,README.rst : tidy up redundant instructions,"Remove the README section which detailed how to force ` psycopg2 ` 2.7 dependency installation from source rather than binary . ` psycopg2 ` 2.7 would automatically favour installation from binary . A bug affecting some users made it desirable to have the option to install from source instead . The README detailed how to do this using pip 's ` -- no-binary ` option ( nice ! ) . ` psycopg2 ` 2.8 has now split the binary and source dependencies into different packages with different names ( source : [ psycopg2 docs ] ( http : //initd.org/psycopg/docs/install.html # change-in-binary-packages-between-psycopg-2-7-and-2-8 ) ) which makes the ` -- no-binary ` instructions redundant . To specify source/binary you now need to explicitly specify the desired package . As of # 1060 , installing ` pgcli ` from pip will result in the installation of ` psycopg2 ` 2.8 from source . # # Description # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1061.0
42,2019-05-30 00:19:51,2019-05-30 04:14:33,Allow psycopg2 up to 2.8.2,"This fixes the issue with pgcli not working on Arch Linux , since the package ` python2-psycopg2 ` is already on 2.8.2 . # # Description # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) . - [ ] I installed pre-commit hooks ( ` pip install pre-commit & & pre-commit install ` ) , and ran ` black ` on my code .",1060.0
43,2019-05-24 15:03:58,2019-12-04 17:33:49,Error connecting to PostgreSQL 12beta1,# # Description Error connecting to PostgreSQL 12beta1 # # Your environment - [ x ] Please provide your OS and version information : Windows 10 - [ x ] Please provide your CLI version : 2.1.0 - [ ] What is the output of `` pip freeze `` command .,1058.0
44,2019-05-14 07:03:09,2019-05-22 04:27:48,Handle password spaces,# # Description Fixed the issue with spaces in password . Started writing some behavioral tests for some of the command line args . Have n't figured out how to pass in a DSN yet .,1056.0
45,2019-05-09 00:29:17,2019-05-11 05:57:46,Dsn parameters not always present .,# # Description Fixes https : //github.com/dbcli/pgcli/issues/1053 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,1054.0
46,2019-05-06 16:06:16,2019-05-06 18:11:58,Upgrade to sqlparse 0.3.0,,1052.0
47,2019-05-06 14:29:21,2019-05-06 18:09:51,Fix usage of pgservice # 1035,This is an update to PR # 1035 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` .,1051.0
48,2019-05-04 02:36:39,2019-05-25 20:08:56,black all the things .,"# # Description Run black on everything and add a pre-commit hook . For the hook to work , install pre-commit : https : //pre-commit.com/ # install And then run : ` pre-commit install ` # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",1049.0
49,2019-05-03 13:38:37,2019-10-17 03:57:19,Aliased table column autocomplete suggestions ignore alias if joining multiple tables,"# # Description When autocompleting a column of an aliased table within a function call when the query joins multiple tables , the alias name is not used to filter the column list e.g . given # # Your environment Fresh virtualenv install on MacOS 10.13.6 , pgcli version 2.1.0 or 1.11.0",1048.0
50,2019-04-28 15:22:44,2019-05-01 15:53:56,lazy load keyring .,# # Description Load keyring only when keyring is enabled in the config file . fix issue : https : //github.com/dbcli/pgcli/issues/1041 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,1046.0
51,2019-04-28 05:11:31,2019-04-28 22:06:01,More intelligent dsn format,# # Description Fix for https : //github.com/dbcli/pgcli/issues/1043 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,1045.0
52,2019-04-27 00:23:50,2019-04-28 03:25:19,Allow application_name to be overridden,"# # Description We had existing invocations of pgcli like ` pgcli postgres : //bar @ baz.com/ ? application_name=cow ` . 8cd3309b18fc015fc89da3236330f7b35297a998 / https : //github.com/dbcli/pgcli/pull/869 broke these with errors like Traceback ( most recent call last ) : File `` [ ... ] /lib/python2.7/site-packages/pgcli/ main.py '' , line 466 , in connect application_name='pgcli ' , * * kwargs ) TypeError : type object got multiple values for keyword argument 'application_name' # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file .",1044.0
53,2019-04-22 08:16:33,2019-04-28 06:00:42,module 'keyring.errors ' has no attribute 'KeyringLocked ',# # Description After restarting my PC I got ` module 'keyring.errors ' has no attribute 'KeyringLocked ' ` when running ` pgcli -D xxx ` . 1 . How to fix it ? 2 . How to disable the keyring ? I do n't want to input password anymore . # # Your environment OS :,1040.0
54,2019-04-12 04:30:59,2019-04-13 20:22:04,Allow escape to switch to vi navigation mode,"# # Description # 1007 , letting ` escape ` dismiss autocomplete dialogs , had the unintended side effect of disabling the use of ` escape ` to switch to vi navigation mode . This PR restores that . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .",1039.0
55,2019-04-06 13:41:31,2019-10-17 03:54:30,History search regressions in v2,"# Description I use ` pgcli ` in vi and multi-line mode . It seems that history search with an empty query buffer has regressed in v2 , possibly due to the ` prompt_toolkit ` upgrade . In v1.11.0 if I use history search with ctrl-r , having previously executed multi-line queries , I am shown the full query that matches the pattern . If I press ctrl-r again , I 'm shown the full next query that matches . If I press ctrl-c the buffer is set to the first matching query . In v2.1.0 after pressing ctrl-r and typing a pattern , I only see the _line_ that matches the search pattern , which means it 's difficult to identify the correct query from my history . If I press ctrl-r again , the prompt is broken and just shows the pattern , but no matches ( pressing ctrl-r again appears to do nothing in this state ) . If I exit the broken prompt with ctrl-c I 'm shown a stacktrace , which I can exit with Enter - then the buffer is set to the first matching query . # Desired behaviour Ideally , the history search would behave the same whether or not anything has been typed in the buffer , and regardless of the number of times ctrl-r is pressed , namely : - Show the full matched query , not just the matching line - Ctrl-c should return the buffer to the state before ctrl-r was pressed the first time The first is a regression , but I suppose the latter is a feature request . # Reproduction With ` ~/.config/pgcli/history ` containing :",1031.0
56,2019-04-06 00:12:56,2019-04-06 00:24:11,Changelog update before release . Bump cli_helpers .,Updating changelog before release .,1030.0
57,2019-03-22 16:52:09,2019-03-23 17:12:13,Ask for password in case of incorrect password .,# # Description Ask for password in case provided password failed . Fixes https : //github.com/dbcli/pgcli/issues/1020 . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,1028.0
58,2019-03-18 04:12:32,2019-05-04 18:30:16,[ WIP ] Build pgcli with 3.7 .,# # Description Python 3.7 . Looks like this can only be done with ` xenial ` and ` sudo ` in travis right now . # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,1026.0
59,2019-03-16 21:10:39,2019-03-17 00:50:12,Remove the expand_tab option from pgclirc .,# # Description This is a follow up to # 928 . Picking 4 spaces whenever a user presses the tab key . Removes the option from the config file .,1023.0
60,2019-03-16 03:32:38,2019-03-17 06:04:30,Catch and ignore the system interrupt .,# # Description Fixes # 1021 # # Checklist - [ x ] I 've added this contribution to the ` changelog.rst ` . - [ x ] I 've added my name to the ` AUTHORS ` file ( or it 's already there ) .,1022.0
